Input Image,Confidence Threshold,Detection Result,Detection Summary,timestamp
.gradio\flagged\Input Image\055b3c1391d617f3634b\ck0k9dzyzirme0a46fhirxayi_jpeg.rf.595063b0fa6a501412d776c8f4d18b77.jpg,0.25,.gradio\flagged\Detection Result\c91625d811ea08ae4c42\image.webp,✅ No wildfire smoke detected.,2025-05-22 20:02:50.308429
